Temperature,Temperature1,Humidity,Humidity1,Time
23.0,23.0,67.7,67.7
23.0,23.0,67.7,67.7
22.9,22.9,67.6,67.6
22.9,22.9,67.6,67.6
22.9,23.0,67.6,67.6
